QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.08	some	engine block	is-part-of	truck	Some engine blocks are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	turbine	Some engine blocks are part of turbines.	-	y	n	n	Thing	device_n1	WordNet3.0
0.50	some	England	is-part-of	Eurasia	Some England is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	England	is-part-of	Europe	Some England is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	entry word	is-part-of	dictionary	Most entry words are part of dictionaries.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.20	some	epidermis	is-part-of	elephant	Some epidermises are part of elephants.	-	y	n	n	location_n1	animal_n1	WordNet3.0
0.20	some	epidermis	is-part-of	neck	Some epidermises are part of necks.	-	y	n	n	location_n1	body_part_n1	WordNet3.0
0.20	some	epidermis	is-part-of	pachyderm	Some epidermises are part of pachyderms.	-	y	n	n	location_n1	animal_n1	WordNet3.0
0.20	some	epidermis	is-part-of	penis	Some epidermises are part of penises.	-	y	n	n	location_n1	body_part_n1	WordNet3.0
0.20	some	epidermis	is-part-of	skin	Some epidermises are part of skin.	-	y	n	n	location_n1	body_part_n1	WordNet3.0
0.50	some	epididymis	is-part-of	scrotum	Some epididymises are part of scrota.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	epididymis	is-part-of	testis	Some epididymises are part of testes.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.25	some	epiglottis	is-part-of	airway	Some epiglottises are part of airways.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.25	some	epiglottis	is-part-of	neck	Some epiglottises are part of necks.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.25	some	epiglottis	is-part-of	trachea	Some epiglottises are part of tracheae.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.25	some	epiglottis	is-part-of	windpipe	Some epiglottises are part of windpipes.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	erg	is-part-of	J	Some ergs are part of Js.	-	y	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
0.50	some	erg	is-part-of	joule	Some ergs are part of joules.	-	y	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	Eritrea	is-part-of	Africa	Most Eritrea is part of Africa.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Essex	is-part-of	England	Some Essex is part of England.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Essex	is-part-of	Europe	Some Essex is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Estonia	is-part-of	Eurasia	Some Estonia is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Estonia	is-part-of	Europe	Some Estonia is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	estuary	is-part-of	river	Most estuaries are part of rivers.	-	y	n	n	water_n2	water_n2	WordNet3.0
1.00	most	Ethiopia	is-part-of	Africa	Most Ethiopia is part of Africa.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	Europe	is-part-of	Eurasia	Most Europe is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	exosphere	is-part-of	sky	Some exospheres are part of skies.	-	y	n	n	location_n1	Thing	WordNet3.0
0.50	some	exosphere	is-part-of	world	Some exospheres are part of worlds.	-	y	n	n	location_n1	Thing	WordNet3.0
0.50	some	eye muscle	is-part-of	eye	Some eye muscles are part of eyes.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.50	some	eye muscle	is-part-of	face	Some eye muscles are part of faces.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.50	some	eye socket	is-part-of	head	Some eye sockets are part of heads.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.50	some	eye socket	is-part-of	skull	Some eye sockets are part of skulls.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.50	some	eye	is-part-of	face	Some eyes are part of faces.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	eye	is-part-of	head	Some eyes are part of heads.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	eyebrow	is-part-of	face	Some eyebrows are part of faces.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.50	some	eyebrow	is-part-of	head	Some eyebrows are part of heads.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	eyeglasses	is-part-of	frame	Most eyeglasseses are part of frames.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
0.33	some	eyelash	is-part-of	eye	Some eyelashs are part of eyes.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.33	some	eyelash	is-part-of	eyelid	Some eyelashs are part of eyelids.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.33	some	eyelash	is-part-of	lid	Some eyelashs are part of lids.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.50	some	eyelid	is-part-of	eye	Some eyelids are part of eyes.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	eyelid	is-part-of	face	Some eyelids are part of faces.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.17	some	eyepiece	is-part-of	binoculars	Some eyepieces are part of binocularses.	-	y	n	n	device_n1	device_n1	WordNet3.0
0.17	some	eyepiece	is-part-of	flagpole	Some eyepieces are part of flagpoles.	-	y	n	n	device_n1	device_n1	WordNet3.0
0.17	some	eyepiece	is-part-of	gun	Some eyepieces are part of guns.	-	y	n	n	device_n1	device_n1	WordNet3.0
0.17	some	eyepiece	is-part-of	pistol	Some eyepieces are part of pistols.	-	y	n	n	device_n1	device_n1	WordNet3.0
0.17	some	eyepiece	is-part-of	rifle	Some eyepieces are part of rifles.	-	y	n	n	device_n1	device_n1	WordNet3.0
0.17	some	eyepiece	is-part-of	transit	Some eyepieces are part of transits.	-	y	n	n	device_n1	device_n1	WordNet3.0
0.08	some	family room	is-part-of	bungalow	Some family rooms are part of bungalows.	-	y	n	n	Thing	building_n1	WordNet3.0
0.08	some	family room	is-part-of	castle	Some family rooms are part of castles.	-	y	n	n	Thing	building_n1	WordNet3.0
0.08	some	family room	is-part-of	convent	Some family rooms are part of convents.	-	y	n	n	Thing	building_n1	WordNet3.0
0.08	some	family room	is-part-of	cottage	Some family rooms are part of cottages.	-	y	n	n	Thing	building_n1	WordNet3.0
0.08	some	family room	is-part-of	dairy	Some family rooms are part of dairies.	-	y	n	n	Thing	location_n1	WordNet3.0
0.08	some	family room	is-part-of	farm	Some family rooms are part of farms.	-	y	n	n	Thing	location_n1	WordNet3.0
0.08	some	family room	is-part-of	farmhouse	Some family rooms are part of farmhouses.	-	y	n	n	Thing	building_n1	WordNet3.0
0.08	some	family room	is-part-of	fireplace	Some family rooms are part of fireplaces.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.08	some	family room	is-part-of	house	Some family rooms are part of houses.	-	y	n	n	Thing	building_n1	WordNet3.0
0.08	some	family room	is-part-of	manor	Some family rooms are part of manors.	-	y	n	n	Thing	building_n1	WordNet3.0
0.08	some	family room	is-part-of	monastery	Some family rooms are part of monasteries.	-	y	n	n	Thing	building_n1	WordNet3.0
0.08	some	family room	is-part-of	palace	Some family rooms are part of palaces.	-	y	n	n	Thing	building_n1	WordNet3.0
0.08	some	family room	is-part-of	ranch	Some family rooms are part of ranches.	-	y	n	n	Thing	location_n1	WordNet3.0
0.10	some	fan belt	is-part-of	ambulance	Some fan belts are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan belt	is-part-of	auto	Some fan belts are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan belt	is-part-of	automobile	Some fan belts are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan belt	is-part-of	car	Some fan belts are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan belt	is-part-of	dumper	Some fan belts are part of dumpers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan belt	is-part-of	go-kart	Some fan belts are part of go-karts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan belt	is-part-of	motorbike	Some fan belts are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan belt	is-part-of	pickup	Some fan belts are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan belt	is-part-of	taxi	Some fan belts are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan belt	is-part-of	truck	Some fan belts are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	ambulance	Some fans are part of ambulances.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	auto	Some fans are part of autos.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	automobile	Some fans are part of automobiles.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	car	Some fans are part of cars.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	dumper	Some fans are part of dumpers.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	go-kart	Some fans are part of go-karts.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	motorbike	Some fans are part of motorbikes.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	pickup	Some fans are part of pickups.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	taxi	Some fans are part of taxis.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	fan	is-part-of	truck	Some fans are part of trucks.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.33	some	farmhouse	is-part-of	dairy	Some farmhouses are part of dairies.	-	y	n	n	building_n1	location_n1	WordNet3.0
0.33	some	farmhouse	is-part-of	farm	Some farmhouses are part of farms.	-	y	n	n	building_n1	location_n1	WordNet3.0
0.33	some	farmhouse	is-part-of	ranch	Some farmhouses are part of ranches.	-	y	n	n	building_n1	location_n1	WordNet3.0
0.33	some	farmyard	is-part-of	dairy	Some farmyards are part of dairies.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.33	some	farmyard	is-part-of	farm	Some farmyards are part of farms.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.33	some	farmyard	is-part-of	ranch	Some farmyards are part of ranches.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
1.00	most	fault line	is-part-of	fracture	Most fault lines are part of fractures.	-	y	n	n	Thing	shape_n2	WordNet3.0
0.50	some	feature article	is-part-of	magazine	Some feature articles are part of magazines.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.50	some	feature article	is-part-of	newspaper	Some feature articles are part of newspapers.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.50	some	fern seed	is-part-of	fern	Some fern seeds are part of ferns.	-	y	n	n	Thing	plant_n2	WordNet3.0
0.50	some	fern seed	is-part-of	maidenhair	Some fern seeds are part of maidenhairs.	-	y	n	n	Thing	plant_n2	WordNet3.0
0.17	some	field magnet	is-part-of	dynamo	Some field magnets are part of dynamos.	-	y	n	n	Thing	device_n1	WordNet3.0
0.17	some	field magnet	is-part-of	freezer	Some field magnets are part of freezers.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.17	some	field magnet	is-part-of	fridge	Some field magnets are part of fridges.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.17	some	field magnet	is-part-of	sander	Some field magnets are part of sanders.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.17	some	field magnet	is-part-of	starter	Some field magnets are part of starters.	-	y	n	n	Thing	device_n1	WordNet3.0
0.17	some	field magnet	is-part-of	turbine	Some field magnets are part of turbines.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	finger hole	is-part-of	accordion	Some finger holes are part of accordions.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	finger hole	is-part-of	clarinet	Some finger holes are part of clarinets.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	finger hole	is-part-of	fife	Some finger holes are part of fifes.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	finger hole	is-part-of	flute	Some finger holes are part of flutes.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	finger hole	is-part-of	woodwind	Some finger holes are part of woodwinds.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	finger	is-part-of	arm	Some fingers are part of arms.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.20	some	finger	is-part-of	fist	Some fingers are part of fists.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.20	some	finger	is-part-of	hand	Some fingers are part of hands.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.20	some	finger	is-part-of	human	Some fingers are part of humans.	-	y	n	n	body_part_n1	animal_n1	WordNet3.0
0.20	some	finger	is-part-of	humanity	Some fingers are part of humanity.	-	y	n	n	body_part_n1	animal_n1	WordNet3.0
0.33	some	fingernail	is-part-of	finger	Some fingernails are part of fingers.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.33	some	fingernail	is-part-of	fist	Some fingernails are part of fists.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.33	some	fingernail	is-part-of	hand	Some fingernails are part of hands.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.25	some	fingertip	is-part-of	finger	Some fingertips are part of fingers.	-	y	n	n	location_n1	body_part_n1	WordNet3.0
0.25	some	fingertip	is-part-of	fist	Some fingertips are part of fists.	-	y	n	n	location_n1	body_part_n1	WordNet3.0
0.25	some	fingertip	is-part-of	hand	Some fingertips are part of hands.	-	y	n	n	location_n1	body_part_n1	WordNet3.0
0.25	some	fingertip	is-part-of	thumb	Some fingertips are part of thumbs.	-	y	n	n	location_n1	body_part_n1	WordNet3.0
0.50	some	Finland	is-part-of	Eurasia	Some Finland is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Finland	is-part-of	Europe	Some Finland is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
0.33	some	fire iron	is-part-of	chimney	Some fire irons are part of chimneys.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.33	some	fire iron	is-part-of	fireplace	Some fire irons are part of fireplaces.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.33	some	fire iron	is-part-of	smokestack	Some fire irons are part of smokestacks.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.12	some	fireplace	is-part-of	chimney	Some fireplaces are part of chimneys.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.12	some	fireplace	is-part-of	frigate	Some fireplaces are part of frigates.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.12	some	fireplace	is-part-of	ship	Some fireplaces are part of ships.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.12	some	fireplace	is-part-of	shipwreck	Some fireplaces are part of shipwrecks.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.12	some	fireplace	is-part-of	smokestack	Some fireplaces are part of smokestacks.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.12	some	fireplace	is-part-of	steamer	Some fireplaces are part of steamers.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.12	some	fireplace	is-part-of	submarine	Some fireplaces are part of submarines.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.12	some	fireplace	is-part-of	tanker	Some fireplaces are part of tankers.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.03	some	fish scale	is-part-of	angler	Some fish scales are part of anglers.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	anglerfish	Some fish scales are part of anglerfish.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	argentine	Some fish scales are part of argentines.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	beluga	Some fish scales are part of belugas.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	bluefish	Some fish scales are part of bluefishes.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	carp	Some fish scales are part of carps.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	cod	Some fish scales are part of cods.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	coelacanth	Some fish scales are part of coelacanths.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	coney	Some fish scales are part of coneys.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	conger	Some fish scales are part of congers.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	fish	Some fish scales are part of fish.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	flounder	Some fish scales are part of flounder.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	frogfish	Some fish scales are part of frogfishs.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	gar	Some fish scales are part of gars.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	goby	Some fish scales are part of gobies.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	goldfish	Some fish scales are part of goldfishes.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	guppy	Some fish scales are part of guppies.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	hammerhead	Some fish scales are part of hammerheads.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	hind	Some fish scales are part of hinds.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	largemouth	Some fish scales are part of largemouths.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	lungfish	Some fish scales are part of lungfishes.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	molly	Some fish scales are part of mollies.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	mosquitofish	Some fish scales are part of mosquitofishs.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	mullet	Some fish scales are part of mullets.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	perch	Some fish scales are part of perches.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	plaice	Some fish scales are part of plaices.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	ray	Some fish scales are part of rays.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	remora	Some fish scales are part of remoras.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	salmon	Some fish scales are part of salmon.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	shark	Some fish scales are part of sharks.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	smallmouth	Some fish scales are part of smallmouths.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	snook	Some fish scales are part of snooks.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	stickleback	Some fish scales are part of sticklebacks.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	stingray	Some fish scales are part of stingrays.	-	y	n	n	Thing	fish_n1	WordNet3.0
0.03	some	fish scale	is-part-of	stonefish	Some fish scales are part of stonefishs.	-	y	n	n	Thing	fish_n1	WordNet3.0
